,filepaths,labels
1408,c:\temp\\spiders\train\Ladybird Mimic Spider\069.jpg,Ladybird Mimic Spider
1409,c:\temp\\spiders\train\Ladybird Mimic Spider\070.jpg,Ladybird Mimic Spider
1410,c:\temp\\spiders\train\Ladybird Mimic Spider\071.jpg,Ladybird Mimic Spider
1411,c:\temp\\spiders\train\Ladybird Mimic Spider\072.jpg,Ladybird Mimic Spider
1412,c:\temp\\spiders\train\Ladybird Mimic Spider\073.jpg,Ladybird Mimic Spider
1413,c:\temp\\spiders\train\Ladybird Mimic Spider\074.jpg,Ladybird Mimic Spider
1414,c:\temp\\spiders\train\Ladybird Mimic Spider\075.jpg,Ladybird Mimic Spider
1415,c:\temp\\spiders\train\Ladybird Mimic Spider\076.jpg,Ladybird Mimic Spider
1416,c:\temp\\spiders\train\Ladybird Mimic Spider\077.jpg,Ladybird Mimic Spider
1417,c:\temp\\spiders\train\Ladybird Mimic Spider\078.jpg,Ladybird Mimic Spider
1418,c:\temp\\spiders\train\Ladybird Mimic Spider\079.jpg,Ladybird Mimic Spider
1419,c:\temp\\spiders\train\Ladybird Mimic Spider\080.jpg,Ladybird Mimic Spider
1420,c:\temp\\spiders\train\Ladybird Mimic Spider\081.jpg,Ladybird Mimic Spider
1421,c:\temp\\spiders\train\Ladybird Mimic Spider\082.jpg,Ladybird Mimic Spider
1422,c:\temp\\spiders\train\Ladybird Mimic Spider\083.jpg,Ladybird Mimic Spider
1423,c:\temp\\spiders\train\Ladybird Mimic Spider\084.jpg,Ladybird Mimic Spider
1424,c:\temp\\spiders\train\Ladybird Mimic Spider\085.jpg,Ladybird Mimic Spider
1425,c:\temp\\spiders\train\Ladybird Mimic Spider\086.jpg,Ladybird Mimic Spider
1426,c:\temp\\spiders\train\Ladybird Mimic Spider\087.jpg,Ladybird Mimic Spider
1427,c:\temp\\spiders\train\Ladybird Mimic Spider\088.jpg,Ladybird Mimic Spider
1428,c:\temp\\spiders\train\Ladybird Mimic Spider\089.jpg,Ladybird Mimic Spider
1429,c:\temp\\spiders\train\Ladybird Mimic Spider\090.jpg,Ladybird Mimic Spider
1430,c:\temp\\spiders\train\Ladybird Mimic Spider\091.jpg,Ladybird Mimic Spider
1431,c:\temp\\spiders\train\Ladybird Mimic Spider\092.jpg,Ladybird Mimic Spider
1432,c:\temp\\spiders\train\Ladybird Mimic Spider\093.jpg,Ladybird Mimic Spider
1433,c:\temp\\spiders\train\Ladybird Mimic Spider\094.jpg,Ladybird Mimic Spider
1434,c:\temp\\spiders\train\Ladybird Mimic Spider\095.jpg,Ladybird Mimic Spider
1435,c:\temp\\spiders\train\Ladybird Mimic Spider\096.jpg,Ladybird Mimic Spider
1436,c:\temp\\spiders\train\Ladybird Mimic Spider\097.jpg,Ladybird Mimic Spider
1437,c:\temp\\spiders\train\Ladybird Mimic Spider\098.jpg,Ladybird Mimic Spider
1438,c:\temp\\spiders\train\Ladybird Mimic Spider\099.jpg,Ladybird Mimic Spider
1439,c:\temp\\spiders\train\Ladybird Mimic Spider\100.jpg,Ladybird Mimic Spider
1440,c:\temp\\spiders\train\Ladybird Mimic Spider\101.jpg,Ladybird Mimic Spider
1441,c:\temp\\spiders\train\Ladybird Mimic Spider\102.jpg,Ladybird Mimic Spider
1442,c:\temp\\spiders\train\Ladybird Mimic Spider\103.jpg,Ladybird Mimic Spider
1443,c:\temp\\spiders\train\Ladybird Mimic Spider\104.jpg,Ladybird Mimic Spider
1444,c:\temp\\spiders\train\Peacock Spider\001.jpg,Peacock Spider
1445,c:\temp\\spiders\train\Peacock Spider\002.jpg,Peacock Spider
1446,c:\temp\\spiders\train\Peacock Spider\003.jpg,Peacock Spider
1447,c:\temp\\spiders\train\Peacock Spider\004.jpg,Peacock Spider
1448,c:\temp\\spiders\train\Peacock Spider\005.jpg,Peacock Spider
1449,c:\temp\\spiders\train\Peacock Spider\006.jpg,Peacock Spider
1450,c:\temp\\spiders\train\Peacock Spider\007.jpg,Peacock Spider
1451,c:\temp\\spiders\train\Peacock Spider\008.jpg,Peacock Spider
1452,c:\temp\\spiders\train\Peacock Spider\009.jpg,Peacock Spider
1453,c:\temp\\spiders\train\Peacock Spider\010.jpg,Peacock Spider
1454,c:\temp\\spiders\train\Peacock Spider\011.jpg,Peacock Spider
1455,c:\temp\\spiders\train\Peacock Spider\012.jpg,Peacock Spider
1456,c:\temp\\spiders\train\Peacock Spider\013.jpg,Peacock Spider
1457,c:\temp\\spiders\train\Peacock Spider\014.jpg,Peacock Spider
1458,c:\temp\\spiders\train\Peacock Spider\015.jpg,Peacock Spider
1459,c:\temp\\spiders\train\Peacock Spider\016.jpg,Peacock Spider
1460,c:\temp\\spiders\train\Peacock Spider\017.jpg,Peacock Spider
1461,c:\temp\\spiders\train\Peacock Spider\018.jpg,Peacock Spider
1462,c:\temp\\spiders\train\Peacock Spider\019.jpg,Peacock Spider
1463,c:\temp\\spiders\train\Peacock Spider\020.jpg,Peacock Spider
1464,c:\temp\\spiders\train\Peacock Spider\021.jpg,Peacock Spider
1465,c:\temp\\spiders\train\Peacock Spider\022.jpg,Peacock Spider
1466,c:\temp\\spiders\train\Peacock Spider\023.jpg,Peacock Spider
1467,c:\temp\\spiders\train\Peacock Spider\024.jpg,Peacock Spider
1468,c:\temp\\spiders\train\Peacock Spider\025.jpg,Peacock Spider
1469,c:\temp\\spiders\train\Peacock Spider\026.jpg,Peacock Spider
1470,c:\temp\\spiders\train\Peacock Spider\027.jpg,Peacock Spider
1471,c:\temp\\spiders\train\Peacock Spider\028.jpg,Peacock Spider
1472,c:\temp\\spiders\train\Peacock Spider\029.jpg,Peacock Spider
1473,c:\temp\\spiders\train\Peacock Spider\030.jpg,Peacock Spider
1474,c:\temp\\spiders\train\Peacock Spider\031.jpg,Peacock Spider
1475,c:\temp\\spiders\train\Peacock Spider\032.jpg,Peacock Spider
1476,c:\temp\\spiders\train\Peacock Spider\033.jpg,Peacock Spider
1477,c:\temp\\spiders\train\Peacock Spider\034.jpg,Peacock Spider
1478,c:\temp\\spiders\train\Peacock Spider\035.jpg,Peacock Spider
1479,c:\temp\\spiders\train\Peacock Spider\036.jpg,Peacock Spider
1480,c:\temp\\spiders\train\Peacock Spider\037.jpg,Peacock Spider
1481,c:\temp\\spiders\train\Peacock Spider\038.jpg,Peacock Spider
1482,c:\temp\\spiders\train\Peacock Spider\039.jpg,Peacock Spider
1483,c:\temp\\spiders\train\Peacock Spider\040.jpg,Peacock Spider
1484,c:\temp\\spiders\train\Peacock Spider\041.jpg,Peacock Spider
1485,c:\temp\\spiders\train\Peacock Spider\042.jpg,Peacock Spider
1486,c:\temp\\spiders\train\Peacock Spider\043.jpg,Peacock Spider
1487,c:\temp\\spiders\train\Peacock Spider\044.jpg,Peacock Spider
1488,c:\temp\\spiders\train\Peacock Spider\045.jpg,Peacock Spider
1489,c:\temp\\spiders\train\Peacock Spider\046.jpg,Peacock Spider
1490,c:\temp\\spiders\train\Peacock Spider\047.jpg,Peacock Spider
1491,c:\temp\\spiders\train\Peacock Spider\048.jpg,Peacock Spider
1492,c:\temp\\spiders\train\Peacock Spider\049.jpg,Peacock Spider
1493,c:\temp\\spiders\train\Peacock Spider\050.jpg,Peacock Spider
1494,c:\temp\\spiders\train\Peacock Spider\051.jpg,Peacock Spider
1495,c:\temp\\spiders\train\Peacock Spider\052.jpg,Peacock Spider
1496,c:\temp\\spiders\train\Peacock Spider\053.jpg,Peacock Spider
1497,c:\temp\\spiders\train\Peacock Spider\054.jpg,Peacock Spider
1498,c:\temp\\spiders\train\Peacock Spider\055.jpg,Peacock Spider
1499,c:\temp\\spiders\train\Peacock Spider\056.jpg,Peacock Spider
1500,c:\temp\\spiders\train\Peacock Spider\057.jpg,Peacock Spider
1501,c:\temp\\spiders\train\Peacock Spider\058.jpg,Peacock Spider
1502,c:\temp\\spiders\train\Peacock Spider\059.jpg,Peacock Spider
1503,c:\temp\\spiders\train\Peacock Spider\060.jpg,Peacock Spider
1504,c:\temp\\spiders\train\Peacock Spider\061.jpg,Peacock Spider
1505,c:\temp\\spiders\train\Peacock Spider\062.jpg,Peacock Spider
1506,c:\temp\\spiders\train\Peacock Spider\063.jpg,Peacock Spider
1507,c:\temp\\spiders\train\Peacock Spider\064.jpg,Peacock Spider
1508,c:\temp\\spiders\train\Peacock Spider\065.jpg,Peacock Spider
1509,c:\temp\\spiders\train\Peacock Spider\066.jpg,Peacock Spider
1510,c:\temp\\spiders\train\Peacock Spider\067.jpg,Peacock Spider
1511,c:\temp\\spiders\train\Peacock Spider\068.jpg,Peacock Spider
1512,c:\temp\\spiders\train\Peacock Spider\069.jpg,Peacock Spider
1513,c:\temp\\spiders\train\Peacock Spider\070.jpg,Peacock Spider
1514,c:\temp\\spiders\train\Peacock Spider\071.jpg,Peacock Spider
1515,c:\temp\\spiders\train\Peacock Spider\072.jpg,Peacock Spider
1516,c:\temp\\spiders\train\Peacock Spider\073.jpg,Peacock Spider
1517,c:\temp\\spiders\train\Peacock Spider\074.jpg,Peacock Spider
1518,c:\temp\\spiders\train\Peacock Spider\075.jpg,Peacock Spider
1519,c:\temp\\spiders\train\Peacock Spider\076.jpg,Peacock Spider
1520,c:\temp\\spiders\train\Peacock Spider\077.jpg,Peacock Spider
1521,c:\temp\\spiders\train\Peacock Spider\078.jpg,Peacock Spider
1522,c:\temp\\spiders\train\Peacock Spider\079.jpg,Peacock Spider
1523,c:\temp\\spiders\train\Peacock Spider\080.jpg,Peacock Spider
1524,c:\temp\\spiders\train\Peacock Spider\081.jpg,Peacock Spider
1525,c:\temp\\spiders\train\Peacock Spider\082.jpg,Peacock Spider
1526,c:\temp\\spiders\train\Peacock Spider\083.jpg,Peacock Spider
1527,c:\temp\\spiders\train\Peacock Spider\084.jpg,Peacock Spider
1528,c:\temp\\spiders\train\Peacock Spider\085.jpg,Peacock Spider
1529,c:\temp\\spiders\train\Peacock Spider\086.jpg,Peacock Spider
1530,c:\temp\\spiders\train\Peacock Spider\087.jpg,Peacock Spider
1531,c:\temp\\spiders\train\Peacock Spider\088.jpg,Peacock Spider
1532,c:\temp\\spiders\train\Peacock Spider\089.jpg,Peacock Spider
1533,c:\temp\\spiders\train\Peacock Spider\090.jpg,Peacock Spider
1534,c:\temp\\spiders\train\Peacock Spider\091.jpg,Peacock Spider
1535,c:\temp\\spiders\train\Peacock Spider\092.jpg,Peacock Spider
1536,c:\temp\\spiders\train\Peacock Spider\093.jpg,Peacock Spider
1537,c:\temp\\spiders\train\Peacock Spider\094.jpg,Peacock Spider
1538,c:\temp\\spiders\train\Peacock Spider\095.jpg,Peacock Spider
1539,c:\temp\\spiders\train\Peacock Spider\096.jpg,Peacock Spider
1540,c:\temp\\spiders\train\Peacock Spider\097.jpg,Peacock Spider
1541,c:\temp\\spiders\train\Peacock Spider\098.jpg,Peacock Spider
1542,c:\temp\\spiders\train\Peacock Spider\099.jpg,Peacock Spider
1543,c:\temp\\spiders\train\Peacock Spider\100.jpg,Peacock Spider
1544,c:\temp\\spiders\train\Peacock Spider\101.jpg,Peacock Spider
1545,c:\temp\\spiders\train\Peacock Spider\102.jpg,Peacock Spider
1546,c:\temp\\spiders\train\Peacock Spider\103.jpg,Peacock Spider
1547,c:\temp\\spiders\train\Peacock Spider\104.jpg,Peacock Spider
1548,c:\temp\\spiders\train\Peacock Spider\105.jpg,Peacock Spider
1549,c:\temp\\spiders\train\Peacock Spider\106.jpg,Peacock Spider
1550,c:\temp\\spiders\train\Peacock Spider\107.jpg,Peacock Spider
1551,c:\temp\\spiders\train\Peacock Spider\108.jpg,Peacock Spider
1552,c:\temp\\spiders\train\Peacock Spider\109.jpg,Peacock Spider
1553,c:\temp\\spiders\train\Peacock Spider\110.jpg,Peacock Spider
1554,c:\temp\\spiders\train\Peacock Spider\111.jpg,Peacock Spider
1555,c:\temp\\spiders\train\Peacock Spider\112.jpg,Peacock Spider
1556,c:\temp\\spiders\train\Peacock Spider\113.jpg,Peacock Spider
1557,c:\temp\\spiders\train\Peacock Spider\114.jpg,Peacock Spider
1558,c:\temp\\spiders\train\Peacock Spider\115.jpg,Peacock Spider
1559,c:\temp\\spiders\train\Peacock Spider\116.jpg,Peacock Spider
1560,c:\temp\\spiders\train\Peacock Spider\117.jpg,Peacock Spider
1561,c:\temp\\spiders\train\Peacock Spider\118.jpg,Peacock Spider
1562,c:\temp\\spiders\train\Peacock Spider\119.jpg,Peacock Spider
1563,c:\temp\\spiders\train\Peacock Spider\120.jpg,Peacock Spider
1564,c:\temp\\spiders\train\Peacock Spider\121.jpg,Peacock Spider
1565,c:\temp\\spiders\train\Peacock Spider\122.jpg,Peacock Spider
1566,c:\temp\\spiders\train\Peacock Spider\123.jpg,Peacock Spider
1567,c:\temp\\spiders\train\Peacock Spider\124.jpg,Peacock Spider
1568,c:\temp\\spiders\train\Peacock Spider\125.jpg,Peacock Spider
1569,c:\temp\\spiders\train\Peacock Spider\126.jpg,Peacock Spider
1570,c:\temp\\spiders\train\Peacock Spider\127.jpg,Peacock Spider
1571,c:\temp\\spiders\train\Peacock Spider\128.jpg,Peacock Spider
1572,c:\temp\\spiders\train\Peacock Spider\129.jpg,Peacock Spider
1573,c:\temp\\spiders\train\Peacock Spider\130.jpg,Peacock Spider
1574,c:\temp\\spiders\train\Peacock Spider\131.jpg,Peacock Spider
1575,c:\temp\\spiders\train\Peacock Spider\132.jpg,Peacock Spider
1576,c:\temp\\spiders\train\Peacock Spider\133.jpg,Peacock Spider
1577,c:\temp\\spiders\train\Peacock Spider\134.jpg,Peacock Spider
1578,c:\temp\\spiders\train\Peacock Spider\135.jpg,Peacock Spider
1579,c:\temp\\spiders\train\Peacock Spider\136.jpg,Peacock Spider
1580,c:\temp\\spiders\train\Peacock Spider\137.jpg,Peacock Spider
1581,c:\temp\\spiders\train\Peacock Spider\138.jpg,Peacock Spider
1582,c:\temp\\spiders\train\Peacock Spider\139.jpg,Peacock Spider
1583,c:\temp\\spiders\train\Peacock Spider\140.jpg,Peacock Spider
1584,c:\temp\\spiders\train\Peacock Spider\141.jpg,Peacock Spider
1585,c:\temp\\spiders\train\Peacock Spider\142.jpg,Peacock Spider
1586,c:\temp\\spiders\train\Peacock Spider\143.jpg,Peacock Spider
1587,c:\temp\\spiders\train\Peacock Spider\144.jpg,Peacock Spider
1588,c:\temp\\spiders\train\Peacock Spider\145.jpg,Peacock Spider
1589,c:\temp\\spiders\train\Peacock Spider\146.jpg,Peacock Spider
1590,c:\temp\\spiders\train\Peacock Spider\147.jpg,Peacock Spider
1591,c:\temp\\spiders\train\Peacock Spider\148.jpg,Peacock Spider
1592,c:\temp\\spiders\train\Peacock Spider\149.jpg,Peacock Spider
1593,c:\temp\\spiders\train\Peacock Spider\150.jpg,Peacock Spider
1594,c:\temp\\spiders\train\Peacock Spider\151.jpg,Peacock Spider
1595,c:\temp\\spiders\train\Peacock Spider\152.jpg,Peacock Spider
1596,c:\temp\\spiders\train\Peacock Spider\153.jpg,Peacock Spider
1597,c:\temp\\spiders\train\Peacock Spider\154.jpg,Peacock Spider
1598,c:\temp\\spiders\train\Peacock Spider\155.jpg,Peacock Spider
1599,c:\temp\\spiders\train\Peacock Spider\156.jpg,Peacock Spider
1600,c:\temp\\spiders\train\Peacock Spider\157.jpg,Peacock Spider
1601,c:\temp\\spiders\train\Red Knee Tarantula\001.jpg,Red Knee Tarantula
1602,c:\temp\\spiders\train\Red Knee Tarantula\002.jpg,Red Knee Tarantula
1603,c:\temp\\spiders\train\Red Knee Tarantula\003.jpg,Red Knee Tarantula
1604,c:\temp\\spiders\train\Red Knee Tarantula\004.jpg,Red Knee Tarantula
1605,c:\temp\\spiders\train\Red Knee Tarantula\005.jpg,Red Knee Tarantula
1606,c:\temp\\spiders\train\Red Knee Tarantula\006.jpg,Red Knee Tarantula
1607,c:\temp\\spiders\train\Red Knee Tarantula\007.jpg,Red Knee Tarantula
1608,c:\temp\\spiders\train\Red Knee Tarantula\008.jpg,Red Knee Tarantula
1609,c:\temp\\spiders\train\Red Knee Tarantula\009.jpg,Red Knee Tarantula
1610,c:\temp\\spiders\train\Red Knee Tarantula\010.jpg,Red Knee Tarantula
1611,c:\temp\\spiders\train\Red Knee Tarantula\011.jpg,Red Knee Tarantula
1612,c:\temp\\spiders\train\Red Knee Tarantula\012.jpg,Red Knee Tarantula
1613,c:\temp\\spiders\train\Red Knee Tarantula\013.jpg,Red Knee Tarantula
1614,c:\temp\\spiders\train\Red Knee Tarantula\014.jpg,Red Knee Tarantula
1615,c:\temp\\spiders\train\Red Knee Tarantula\015.jpg,Red Knee Tarantula
1616,c:\temp\\spiders\train\Red Knee Tarantula\016.jpg,Red Knee Tarantula
1617,c:\temp\\spiders\train\Red Knee Tarantula\017.jpg,Red Knee Tarantula
1618,c:\temp\\spiders\train\Red Knee Tarantula\018.jpg,Red Knee Tarantula
1619,c:\temp\\spiders\train\Red Knee Tarantula\019.jpg,Red Knee Tarantula
1620,c:\temp\\spiders\train\Red Knee Tarantula\020.jpg,Red Knee Tarantula
1621,c:\temp\\spiders\train\Red Knee Tarantula\021.jpg,Red Knee Tarantula
1622,c:\temp\\spiders\train\Red Knee Tarantula\022.jpg,Red Knee Tarantula
1623,c:\temp\\spiders\train\Red Knee Tarantula\023.jpg,Red Knee Tarantula
1624,c:\temp\\spiders\train\Red Knee Tarantula\024.jpg,Red Knee Tarantula
1625,c:\temp\\spiders\train\Red Knee Tarantula\025.jpg,Red Knee Tarantula
1626,c:\temp\\spiders\train\Red Knee Tarantula\026.jpg,Red Knee Tarantula
1627,c:\temp\\spiders\train\Red Knee Tarantula\027.jpg,Red Knee Tarantula
1628,c:\temp\\spiders\train\Red Knee Tarantula\028.jpg,Red Knee Tarantula
1629,c:\temp\\spiders\train\Red Knee Tarantula\029.jpg,Red Knee Tarantula
1630,c:\temp\\spiders\train\Red Knee Tarantula\030.jpg,Red Knee Tarantula
1631,c:\temp\\spiders\train\Red Knee Tarantula\031.jpg,Red Knee Tarantula
1632,c:\temp\\spiders\train\Red Knee Tarantula\032.jpg,Red Knee Tarantula
1633,c:\temp\\spiders\train\Red Knee Tarantula\033.jpg,Red Knee Tarantula
1634,c:\temp\\spiders\train\Red Knee Tarantula\034.jpg,Red Knee Tarantula
1635,c:\temp\\spiders\train\Red Knee Tarantula\035.jpg,Red Knee Tarantula
1636,c:\temp\\spiders\train\Red Knee Tarantula\036.jpg,Red Knee Tarantula
1637,c:\temp\\spiders\train\Red Knee Tarantula\037.jpg,Red Knee Tarantula
1638,c:\temp\\spiders\train\Red Knee Tarantula\038.jpg,Red Knee Tarantula
1639,c:\temp\\spiders\train\Red Knee Tarantula\039.jpg,Red Knee Tarantula
1640,c:\temp\\spiders\train\Red Knee Tarantula\040.jpg,Red Knee Tarantula
1641,c:\temp\\spiders\train\Red Knee Tarantula\041.jpg,Red Knee Tarantula
1642,c:\temp\\spiders\train\Red Knee Tarantula\042.jpg,Red Knee Tarantula
1643,c:\temp\\spiders\train\Red Knee Tarantula\043.jpg,Red Knee Tarantula
1644,c:\temp\\spiders\train\Red Knee Tarantula\044.jpg,Red Knee Tarantula
1645,c:\temp\\spiders\train\Red Knee Tarantula\045.jpg,Red Knee Tarantula
1646,c:\temp\\spiders\train\Red Knee Tarantula\046.jpg,Red Knee Tarantula
1647,c:\temp\\spiders\train\Red Knee Tarantula\047.jpg,Red Knee Tarantula
1648,c:\temp\\spiders\train\Red Knee Tarantula\048.jpg,Red Knee Tarantula
1649,c:\temp\\spiders\train\Red Knee Tarantula\049.jpg,Red Knee Tarantula
1650,c:\temp\\spiders\train\Red Knee Tarantula\050.jpg,Red Knee Tarantula
1651,c:\temp\\spiders\train\Red Knee Tarantula\051.jpg,Red Knee Tarantula
1652,c:\temp\\spiders\train\Red Knee Tarantula\052.jpg,Red Knee Tarantula
1653,c:\temp\\spiders\train\Red Knee Tarantula\053.jpg,Red Knee Tarantula
1654,c:\temp\\spiders\train\Red Knee Tarantula\054.jpg,Red Knee Tarantula
1655,c:\temp\\spiders\train\Red Knee Tarantula\055.jpg,Red Knee Tarantula
1656,c:\temp\\spiders\train\Red Knee Tarantula\056.jpg,Red Knee Tarantula
1657,c:\temp\\spiders\train\Red Knee Tarantula\057.jpg,Red Knee Tarantula
1658,c:\temp\\spiders\train\Red Knee Tarantula\058.jpg,Red Knee Tarantula
1659,c:\temp\\spiders\train\Red Knee Tarantula\059.jpg,Red Knee Tarantula
1660,c:\temp\\spiders\train\Red Knee Tarantula\060.jpg,Red Knee Tarantula
1661,c:\temp\\spiders\train\Red Knee Tarantula\061.jpg,Red Knee Tarantula
1662,c:\temp\\spiders\train\Red Knee Tarantula\062.jpg,Red Knee Tarantula
1663,c:\temp\\spiders\train\Red Knee Tarantula\063.jpg,Red Knee Tarantula
1664,c:\temp\\spiders\train\Red Knee Tarantula\064.jpg,Red Knee Tarantula
1665,c:\temp\\spiders\train\Red Knee Tarantula\065.jpg,Red Knee Tarantula
1666,c:\temp\\spiders\train\Red Knee Tarantula\066.jpg,Red Knee Tarantula
1667,c:\temp\\spiders\train\Red Knee Tarantula\067.jpg,Red Knee Tarantula
1668,c:\temp\\spiders\train\Red Knee Tarantula\068.jpg,Red Knee Tarantula
1669,c:\temp\\spiders\train\Red Knee Tarantula\069.jpg,Red Knee Tarantula
1670,c:\temp\\spiders\train\Red Knee Tarantula\070.jpg,Red Knee Tarantula
1671,c:\temp\\spiders\train\Red Knee Tarantula\071.jpg,Red Knee Tarantula
1672,c:\temp\\spiders\train\Red Knee Tarantula\072.jpg,Red Knee Tarantula
1673,c:\temp\\spiders\train\Red Knee Tarantula\073.jpg,Red Knee Tarantula
1674,c:\temp\\spiders\train\Red Knee Tarantula\074.jpg,Red Knee Tarantula
1675,c:\temp\\spiders\train\Red Knee Tarantula\075.jpg,Red Knee Tarantula
1676,c:\temp\\spiders\train\Red Knee Tarantula\076.jpg,Red Knee Tarantula
1677,c:\temp\\spiders\train\Red Knee Tarantula\077.jpg,Red Knee Tarantula
1678,c:\temp\\spiders\train\Red Knee Tarantula\078.jpg,Red Knee Tarantula
1679,c:\temp\\spiders\train\Red Knee Tarantula\079.jpg,Red Knee Tarantula
1680,c:\temp\\spiders\train\Red Knee Tarantula\080.jpg,Red Knee Tarantula
1681,c:\temp\\spiders\train\Red Knee Tarantula\081.jpg,Red Knee Tarantula
1682,c:\temp\\spiders\train\Red Knee Tarantula\082.jpg,Red Knee Tarantula
1683,c:\temp\\spiders\train\Red Knee Tarantula\083.jpg,Red Knee Tarantula
1684,c:\temp\\spiders\train\Red Knee Tarantula\084.jpg,Red Knee Tarantula
1685,c:\temp\\spiders\train\Red Knee Tarantula\085.jpg,Red Knee Tarantula
1686,c:\temp\\spiders\train\Red Knee Tarantula\086.jpg,Red Knee Tarantula
1687,c:\temp\\spiders\train\Red Knee Tarantula\087.jpg,Red Knee Tarantula
1688,c:\temp\\spiders\train\Red Knee Tarantula\088.jpg,Red Knee Tarantula
1689,c:\temp\\spiders\train\Red Knee Tarantula\089.jpg,Red Knee Tarantula
1690,c:\temp\\spiders\train\Red Knee Tarantula\090.jpg,Red Knee Tarantula
1691,c:\temp\\spiders\train\Red Knee Tarantula\091.jpg,Red Knee Tarantula
1692,c:\temp\\spiders\train\Red Knee Tarantula\092.jpg,Red Knee Tarantula
1693,c:\temp\\spiders\train\Red Knee Tarantula\093.jpg,Red Knee Tarantula
1694,c:\temp\\spiders\train\Red Knee Tarantula\094.jpg,Red Knee Tarantula
1695,c:\temp\\spiders\train\Red Knee Tarantula\095.jpg,Red Knee Tarantula
1696,c:\temp\\spiders\train\Red Knee Tarantula\096.jpg,Red Knee Tarantula
1697,c:\temp\\spiders\train\Red Knee Tarantula\097.jpg,Red Knee Tarantula
1698,c:\temp\\spiders\train\Red Knee Tarantula\098.jpg,Red Knee Tarantula
1699,c:\temp\\spiders\train\Red Knee Tarantula\099.jpg,Red Knee Tarantula
1700,c:\temp\\spiders\train\Red Knee Tarantula\100.jpg,Red Knee Tarantula
1701,c:\temp\\spiders\train\Red Knee Tarantula\101.jpg,Red Knee Tarantula
1702,c:\temp\\spiders\train\Red Knee Tarantula\102.jpg,Red Knee Tarantula
1703,c:\temp\\spiders\train\Red Knee Tarantula\103.jpg,Red Knee Tarantula
1704,c:\temp\\spiders\train\Red Knee Tarantula\104.jpg,Red Knee Tarantula
1705,c:\temp\\spiders\train\Red Knee Tarantula\105.jpg,Red Knee Tarantula
1706,c:\temp\\spiders\train\Red Knee Tarantula\106.jpg,Red Knee Tarantula
1707,c:\temp\\spiders\train\Red Knee Tarantula\107.jpg,Red Knee Tarantula
1708,c:\temp\\spiders\train\Red Knee Tarantula\108.jpg,Red Knee Tarantula
1709,c:\temp\\spiders\train\Red Knee Tarantula\109.jpg,Red Knee Tarantula
1710,c:\temp\\spiders\train\Red Knee Tarantula\110.jpg,Red Knee Tarantula
1711,c:\temp\\spiders\train\Red Knee Tarantula\111.jpg,Red Knee Tarantula
1712,c:\temp\\spiders\train\Red Knee Tarantula\112.jpg,Red Knee Tarantula
1713,c:\temp\\spiders\train\Red Knee Tarantula\113.jpg,Red Knee Tarantula
1714,c:\temp\\spiders\train\Red Knee Tarantula\114.jpg,Red Knee Tarantula
1715,c:\temp\\spiders\train\Red Knee Tarantula\115.jpg,Red Knee Tarantula
1716,c:\temp\\spiders\train\Red Knee Tarantula\116.jpg,Red Knee Tarantula
1717,c:\temp\\spiders\train\Red Knee Tarantula\117.jpg,Red Knee Tarantula
1718,c:\temp\\spiders\train\Red Knee Tarantula\118.jpg,Red Knee Tarantula
1719,c:\temp\\spiders\train\Red Knee Tarantula\119.jpg,Red Knee Tarantula
1720,c:\temp\\spiders\train\Red Knee Tarantula\120.jpg,Red Knee Tarantula
1721,c:\temp\\spiders\train\Red Knee Tarantula\121.jpg,Red Knee Tarantula
1722,c:\temp\\spiders\train\Red Knee Tarantula\122.jpg,Red Knee Tarantula
1723,c:\temp\\spiders\train\Red Knee Tarantula\123.jpg,Red Knee Tarantula
1724,c:\temp\\spiders\train\Red Knee Tarantula\124.jpg,Red Knee Tarantula
1725,c:\temp\\spiders\train\Red Knee Tarantula\125.jpg,Red Knee Tarantula
1726,c:\temp\\spiders\train\Red Knee Tarantula\126.jpg,Red Knee Tarantula
1727,c:\temp\\spiders\train\Red Knee Tarantula\127.jpg,Red Knee Tarantula
1728,c:\temp\\spiders\train\Spiny-backed Orb-weaver\001.jpg,Spiny-backed Orb-weaver
1729,c:\temp\\spiders\train\Spiny-backed Orb-weaver\002.jpg,Spiny-backed Orb-weaver
1730,c:\temp\\spiders\train\Spiny-backed Orb-weaver\003.jpg,Spiny-backed Orb-weaver
1731,c:\temp\\spiders\train\Spiny-backed Orb-weaver\004.jpg,Spiny-backed Orb-weaver
1732,c:\temp\\spiders\train\Spiny-backed Orb-weaver\005.jpg,Spiny-backed Orb-weaver
1733,c:\temp\\spiders\train\Spiny-backed Orb-weaver\006.jpg,Spiny-backed Orb-weaver
1734,c:\temp\\spiders\train\Spiny-backed Orb-weaver\007.jpg,Spiny-backed Orb-weaver
1735,c:\temp\\spiders\train\Spiny-backed Orb-weaver\008.jpg,Spiny-backed Orb-weaver
1736,c:\temp\\spiders\train\Spiny-backed Orb-weaver\009.jpg,Spiny-backed Orb-weaver
1737,c:\temp\\spiders\train\Spiny-backed Orb-weaver\010.jpg,Spiny-backed Orb-weaver
1738,c:\temp\\spiders\train\Spiny-backed Orb-weaver\011.jpg,Spiny-backed Orb-weaver
1739,c:\temp\\spiders\train\Spiny-backed Orb-weaver\012.jpg,Spiny-backed Orb-weaver
1740,c:\temp\\spiders\train\Spiny-backed Orb-weaver\013.jpg,Spiny-backed Orb-weaver
